,index,HA,workplace_name,workplace_address,city,date_cluster_confirmed_public_health,date_cluster_no_longer_active,earliest_reported_cases,latest_reported_cases,workplace_classification,cases_when_cluster_confirmed,total_cases,workplace_status,closure_y_n,closed_by_order,voluntary_closure,closure_date,partially_closed,open,days_since_last_case,cluster_confirmed_epidate,cluster_closed_epidate,doc_page_number,blank0,blank1,blank2,file,active_clusters,unknown_closure_type
136,137,FHA,,,URREY,4/12/2021,4/24/2021,,,Office,3,3,Closed,Yes,Yes,Unknown,4/14/2021,No,No,,15-2021,15-2021,9,,,,F22-1445 Records_Part1.pdf,,
137,138,FHA,,,URREY,4/12/2021,4/24/2021,,,"Manufacturing/Industry",4,4,Closed,Yes,Yes,Unknown,4/15/2021,No,No,,15-2021,15-2021,9,,,,F22-1445 Records_Part1.pdf,,
138,139,FHA,,,URREY,4/12/2021,4/25/2021,,,Transportation,4,4,Closed,Yes,Yes,Unknown,4/14/2021,No,No,,15-2021,15-2021,9,,,,F22-1445 Records_Part1.pdf,,
139,140,NHA,,,nknown,4/12/2021,4/29/2021,,,"Manufacturing/Industry",6,6,"Open (ifopen, reasonfor non-closure)",No,No,No,,Unknown,No,,15-2021,,9,,,,F22-1445 Records_Part1.pdf,,
140,141,FHA,,,BBOTSFORD,4/13/2021,4/28/2021,,,Gym/Fitness,15,15,Closed,Yes,Yes,Unknown,4/15/2021,No,No,,15-2021,15-2021,9,,,,F22-1445 Records_Part1.pdf,,
141,142,FHA,,,URNABY,4/13/2021,5/4/2021,,,Gym/Fitness,5,5,Closed,Yes,Yes,Unknown,4/18/2021,No,No,,15-2021,16-2021,9,,,,F22-1445 Records_Part1.pdf,,
142,143,FHA,,,ELTA,4/13/2021,5/21/2021,,,Other,17,17,,No,No,Unknown,,No,No,,15-2021,,9,,,,F22-1445 Records_Part1.pdf,,
143,144,FHA,,,URREY,4/13/2021,4/21/2021,,,Gym/Fitness,4,4,,No,No,Unknown,,No,No,,15-2021,,9,,,,F22-1445 Records_Part1.pdf,,
144,145,FHA,,,URREY,4/13/2021,5/4/2021,,,Transportation,3,3,,No,No,Unknown,,No,No,,15-2021,,9,,,,F22-1445 Records_Part1.pdf,,
145,146,VIHA,,,ictoria,4/13/2021,,4/2/2021,4/17/2021,Gym/Fitness,0,6,Closed,Yes,Unkno,No,,Unknown,No,45,15-2021,,9,,,,F22-1445 Records_Part1.pdf,,
146,147,VIHA,,,ictoria,4/13/2021,,4/11/2021,4/23/2021,Other,0,7,Closed,Yes,Unkno,No,,Unknown,No,39,15-2021,,9,,,,F22-1445 Records_Part1.pdf,,
147,148,NHA,,,nknown,4/13/2021,5/6/2021,,,"Manufacturing/Industry",5,7,"Voluntaryclosure",Yes,No,Yes,,Unknown,No,,15-2021,,9,,,,F22-1445 Records_Part1.pdf,,
148,149,FHA,,,URREY,4/14/2021,4/25/2021,,,"Maintenance/Trades/Construction",5,5,,No,No,Unknown,,No,No,,15-2021,,9,,,,F22-1445 Records_Part1.pdf,,
149,150,FHA,,,BBOTSFORD,4/14/2021,5/3/2021,,,Farm/Agriculture,3,3,Closed,Yes,Yes,Unknown,4/15/2021,No,No,,15-2021,15-2021,10,,,,F22-1445 Records_Part1.pdf,,
150,151,FHA,,,URNABY,4/14/2021,4/27/2021,,,Transportation,7,7,,No,No,Unknown,,No,No,,15-2021,,10,,,,F22-1445 Records_Part1.pdf,,
151,152,FHA,,,ELTA,4/14/2021,5/19/2021,,,Warehouse,6,6,,No,No,Unknown,,No,No,,15-2021,,10,,,,F22-1445 Records_Part1.pdf,,
152,153,FHA,,,ELTA,4/14/2021,5/9/2021,,,Retail,11,11,,No,No,Unknown,,No,No,,15-2021,,10,,,,F22-1445 Records_Part1.pdf,,
153,154,FHA,,,"ORTOQUITLAM",4/14/2021,5/6/2021,,,"Maintenance/Trades/Construction",5,5,Closed,Yes,Yes,Unknown,4/14/2021,No,No,,15-2021,15-2021,10,,,,F22-1445 Records_Part1.pdf,,
154,155,FHA,,,"ORTOQUITLAM",4/14/2021,4/27/2021,,,"Manufacturing/Industry",5,5,Closed,Yes,Yes,Unknown,4/18/2021,No,No,,15-2021,16-2021,10,,,,F22-1445 Records_Part1.pdf,,
155,156,FHA,,,URREY,4/14/2021,5/6/2021,,,"Restaurant/Bar/Lounge",4,4,,No,No,Unknown,,No,No,,15-2021,,10,,,,F22-1445 Records_Part1.pdf,,
156,157,FHA,,,URREY,4/14/2021,4/27/2021,,,Retail,4,4,Closed,Yes,Yes,Unknown,4/16/2021,No,No,,15-2021,15-2021,10,,,,F22-1445 Records_Part1.pdf,,
157,158,FHA,,,URREY,4/14/2021,4/24/2021,,,"Restaurant/Bar/Lounge",5,5,Closed,Yes,Yes,Unknown,4/15/2021,No,No,,15-2021,15-2021,10,,,,F22-1445 Records_Part1.pdf,,
158,159,FHA,,,URREY,4/14/2021,4/24/2021,,,Retail,5,5,Closed,Yes,Yes,Unknown,4/14/2021,No,No,,15-2021,15-2021,10,,,,F22-1445 Records_Part1.pdf,,
159,160,NHA,,,nknown,4/14/2021,4/29/2021,,,"Maintenance/Trades/Construction",3,4,"Voluntaryclosure",Yes,No,Yes,,Unknown,No,,15-2021,,10,,,,F22-1445 Records_Part1.pdf,,
160,161,FHA,,,URNABY,4/15/2021,5/11/2021,,,"Manufacturing/Industry",25,25,Closed,Yes,Yes,Unknown,4/18/2021,No,No,,15-2021,16-2021,10,,,,F22-1445 Records_Part1.pdf,,
161,162,FHA,,,URNABY,4/15/2021,5/8/2021,,,Transportation,12,12,Closed,Yes,Yes,Unknown,4/16/2021,No,No,,15-2021,15-2021,10,,,,F22-1445 Records_Part1.pdf,,
162,163,FHA,,,ANGLEY,4/15/2021,5/6/2021,,,"Restaurant/Bar/Lounge",4,4,Closed,Yes,Yes,Unknown,4/16/2021,No,No,,15-2021,15-2021,10,,,,F22-1445 Records_Part1.pdf,,
163,164,FHA,,,ANGLEY,4/15/2021,4/29/2021,,,"Manufacturing/Industry",5,5,Closed,Yes,Yes,Unknown,4/17/2021,No,No,,15-2021,15-2021,10,,,,F22-1445 Records_Part1.pdf,,
164,165,FHA,,,URREY,4/15/2021,4/30/2021,,,Gym/Fitness,13,13,Closed,Yes,Yes,Unknown,4/16/2021,No,No,,15-2021,15-2021,10,,,,F22-1445 Records_Part1.pdf,,
165,166,FHA,,,URNABY,4/16/2021,5/6/2021,,,Other,4,4,,No,No,Unknown,,No,No,,15-2021,,10,,,,F22-1445 Records_Part1.pdf,,
166,167,FHA,,,HILLIWACK,4/16/2021,4/21/2021,,,Gym/Fitness,3,3,,No,No,Unknown,,No,No,,15-2021,,11,,,,F22-1445 Records_Part1.pdf,,
167,168,FHA,,,ELTA,4/16/2021,4/26/2021,,,Retail,7,7,,No,No,Unknown,,No,No,,15-2021,,11,,,,F22-1445 Records_Part1.pdf,,
168,169,FHA,,,ANGLEY,4/16/2021,5/8/2021,,,Retail,11,11,,No,No,Unknown,,No,No,,15-2021,,11,,,,F22-1445 Records_Part1.pdf,,
169,170,FHA,,,URREY,4/16/2021,4/30/2021,,,Retail,4,4,Closed,Yes,Yes,Unknown,4/18/2021,No,No,,15-2021,16-2021,11,,,,F22-1445 Records_Part1.pdf,,
170,171,FHA,,,URNABY,4/17/2021,4/29/2021,,,"Manufacturing/Industry",4,4,Closed,Yes,Yes,Unknown,4/18/2021,No,No,,15-2021,16-2021,11,,,,F22-1445 Records_Part1.pdf,,
171,172,FHA,,,"ORTOQUITLAM",4/17/2021,4/26/2021,,,Transportation,4,4,,No,No,Unknown,,No,No,,15-2021,,11,,,,F22-1445 Records_Part1.pdf,,
172,173,NHA,,,nknown,4/17/2021,5/20/2021,,,"Health CareFacility(Acute/LTC)",,5,"Open (ifopen, reasonfor non-closure)",No,No,No,,Unknown,No,,15-2021,,11,,,,F22-1445 Records_Part1.pdf,,
173,174,FHA,,,"ORTOQUITLAM",4/18/2021,5/6/2021,,,Gym/Fitness,5,5,Closed,Yes,Yes,Unknown,4/19/2021,No,No,,16-2021,16-2021,11,,,,F22-1445 Records_Part1.pdf,,
174,175,FHA,,,URREY,4/18/2021,5/5/2021,,,Gym/Fitness,3,3,,No,No,Unknown,,No,No,,16-2021,,11,,,,F22-1445 Records_Part1.pdf,,
175,176,FHA,,,URREY,4/18/2021,5/5/2021,,,Retail,14,14,Closed,Yes,Yes,Unknown,4/20/2021,No,No,,16-2021,16-2021,11,,,,F22-1445 Records_Part1.pdf,,
176,177,NHA,,,nknown,4/18/2021,5/6/2021,,,"Maintenance/Trades/Construction",3,3,"Voluntaryclosure",Yes,No,Yes,,Unknown,No,,16-2021,,11,,,,F22-1445 Records_Part1.pdf,,
177,178,FHA,,,BBOTSFORD,4/19/2021,5/16/2021,,,Retail,9,9,,No,No,Unknown,,No,No,,16-2021,,11,,,,F22-1445 Records_Part1.pdf,,
178,179,FHA,,,URNABY,4/19/2021,5/1/2021,,,Office,3,3,,No,No,Unknown,,No,No,,16-2021,,11,,,,F22-1445 Records_Part1.pdf,,
179,180,FHA,,,URNABY,4/19/2021,5/7/2021,,,Office,10,10,,No,No,Unknown,,No,No,,16-2021,,11,,,,F22-1445 Records_Part1.pdf,,
180,181,FHA,,,OQUITLAM,4/19/2021,,,,Office,5,5,Closed,Yes,Yes,Unknown,4/20/2021,No,No,,16-2021,16-2021,11,,,,F22-1445 Records_Part1.pdf,,
181,182,FHA,,,ELTA,4/19/2021,4/26/2021,,,Farm/Agriculture,5,5,,No,No,Unknown,,No,No,,16-2021,,11,,,,F22-1445 Records_Part1.pdf,,
182,183,FHA,,,ELTA,4/19/2021,5/7/2021,,,Transportation,4,4,,No,No,Unknown,,No,No,,16-2021,,11,,,,F22-1445 Records_Part1.pdf,,
183,184,FHA,,,ELTA,4/19/2021,5/17/2021,,,Retail,3,3,,No,No,Unknown,,No,No,,16-2021,,12,,,,F22-1445 Records_Part1.pdf,,
184,185,FHA,,,ELTA,4/19/2021,5/1/2021,,,Food Processing,3,3,,No,No,Unknown,,No,No,,16-2021,,12,,,,F22-1445 Records_Part1.pdf,,
185,186,FHA,,,ANGLEY,4/19/2021,5/3/2021,,,"Manufacturing/Industry",3,3,Closed,Yes,Yes,Unknown,4/21/2021,No,No,,16-2021,16-2021,12,,,,F22-1445 Records_Part1.pdf,,
186,187,FHA,,,ANGLEY,4/19/2021,5/10/2021,,,Food Processing,7,7,,No,No,Unknown,,No,No,,16-2021,,12,,,,F22-1445 Records_Part1.pdf,,
187,188,FHA,,,ANGLEY,4/19/2021,4/29/2021,,,"Manufacturing/Industry",4,4,,No,No,Unknown,,No,No,,16-2021,,12,,,,F22-1445 Records_Part1.pdf,,
188,189,FHA,,,APLE RIDGE,4/19/2021,5/5/2021,,,Retail,4,4,Closed,Yes,Yes,Unknown,4/21/2021,No,No,,16-2021,16-2021,12,,,,F22-1445 Records_Part1.pdf,,
189,190,FHA,,,"ORTOQUITLAM",4/19/2021,4/30/2021,,,"Manufacturing/Industry",5,5,Closed,Yes,Yes,Unknown,4/22/2021,No,No,,16-2021,16-2021,12,,,,F22-1445 Records_Part1.pdf,,
190,191,FHA,,,URREY,4/19/2021,4/29/2021,,,Office,6,6,Closed,Yes,No,Unknown,4/21/2021,Yes,No,,16-2021,16-2021,12,,,,F22-1445 Records_Part1.pdf,,
191,192,FHA,,,URREY,4/19/2021,5/3/2021,,,Retail,5,5,Closed,Yes,Yes,Unknown,4/20/2021,No,No,,16-2021,16-2021,12,,,,F22-1445 Records_Part1.pdf,,
192,193,FHA,,,URREY,4/19/2021,5/4/2021,,,"Manufacturing/Industry",3,3,Closed,Yes,Yes,Unknown,4/20/2021,No,No,,16-2021,16-2021,12,,,,F22-1445 Records_Part1.pdf,,
193,194,FHA,,,URREY,4/20/2021,4/29/2021,,,"Manufacturing/Industry",5,5,,No,No,Unknown,,No,No,,16-2021,,12,,,,F22-1445 Records_Part1.pdf,,
194,195,FHA,,,BBOTSFORD,4/20/2021,5/2/2021,,,Office,3,3,Closed,Yes,No,Unknown,4/21/2021,Yes,No,,16-2021,16-2021,12,,,,F22-1445 Records_Part1.pdf,,
195,196,FHA,,,BBOTSFORD,4/20/2021,4/29/2021,,,Office,4,4,,No,No,Unknown,,No,No,,16-2021,,12,,,,F22-1445 Records_Part1.pdf,,
196,197,FHA,,,BBOTSFORD,4/20/2021,5/5/2021,,,Personal Care,4,4,Closed,Yes,Yes,Unknown,4/22/2021,No,No,,16-2021,16-2021,12,,,,F22-1445 Records_Part1.pdf,,
197,198,FHA,,,URNABY,4/20/2021,5/4/2021,,,"Manufacturing/Industry",5,5,,No,No,Unknown,,No,No,,16-2021,,12,,,,F22-1445 Records_Part1.pdf,,
198,199,FHA,,,URNABY,4/20/2021,4/30/2021,,,"Maintenance/Trades/Construction",5,5,,No,No,Unknown,,No,No,,16-2021,,12,,,,F22-1445 Records_Part1.pdf,,
199,200,FHA,,,URNABY,4/20/2021,5/1/2021,,,"Maintenance/Trades/Construction",4,4,,No,No,Unknown,,No,No,,16-2021,,12,,,,F22-1445 Records_Part1.pdf,,
200,201,FHA,,,COQUITLAM,4/20/2021,5/6/2021,,,"Manufacturing/Industry",7,7,Closed,Yes,Yes,Unknown,4/21/2021,No,No,,16-2021,16-2021,13,,,,F22-1445 Records_Part1.pdf,,
201,202,FHA,,,DELTA,4/20/2021,4/30/2021,,,"Maintenance/Trades/Construction",3,3,Closed,Yes,No,Unknown,4/21/2021,Yes,No,,16-2021,16-2021,13,,,,F22-1445 Records_Part1.pdf,,
202,203,FHA,,,DELTA,4/20/2021,5/4/2021,,,Transportation,4,4,Closed,Yes,Yes,Unknown,4/21/2021,No,No,,16-2021,16-2021,13,,,,F22-1445 Records_Part1.pdf,,
203,204,FHA,,,LANGLEY,4/20/2021,4/20/2021,,,Personal Care,3,3,,No,No,Unknown,,No,No,,16-2021,,13,,,,F22-1445 Records_Part1.pdf,,
204,205,FHA,,,LANGLEY,4/20/2021,5/9/2021,,,"Maintenance/Trades/Construction",35,35,,No,No,Unknown,,No,No,,16-2021,,13,,,,F22-1445 Records_Part1.pdf,,
205,206,FHA,,,"PORTCOQUITLAM",4/20/2021,4/20/2021,,,Gym/Fitness,5,5,,No,No,Unknown,,No,No,,16-2021,,13,,,,F22-1445 Records_Part1.pdf,,
206,207,FHA,,,SURREY,4/20/2021,5/3/2021,,,Personal Care,4,4,Closed,Yes,Yes,Unknown,4/21/2021,No,No,,16-2021,16-2021,13,,,,F22-1445 Records_Part1.pdf,,
207,208,FHA,,,SURREY,4/20/2021,4/27/2021,,,Gym/Fitness,11,11,Closed,Yes,Yes,Unknown,4/20/2021,No,No,,16-2021,16-2021,13,,,,F22-1445 Records_Part1.pdf,,
208,209,FHA,,,SURREY,4/20/2021,4/28/2021,,,Warehouse,3,3,,No,No,Unknown,,No,No,,16-2021,,13,,,,F22-1445 Records_Part1.pdf,,
209,210,VIHA,,,Duncan,4/20/2021,,4/15/2021,4/20/2021,Office,0,3,Open,No,Unkno,No,,Unknown,Yes,42,16-2021,,13,,,,F22-1445 Records_Part1.pdf,,
210,211,VIHA,,,Nanaimo,4/20/2021,,4/9/2021,4/20/2021,Food Processing,0,3,Open,No,Unkno,No,,Unknown,Yes,42,16-2021,,13,,,,F22-1445 Records_Part1.pdf,,
211,212,NHA,,,Unknown,4/20/2021,4/26/2021,,,"Restaurant/Bar/Lounge",4,4,"Voluntaryclosure",Yes,No,Yes,,Unknown,No,,16-2021,,13,,,,F22-1445 Records_Part1.pdf,,
212,213,FHA,,,ABBOTSFORD,4/21/2021,5/1/2021,,,Farm/Agriculture,3,3,,No,No,Unknown,,No,No,,16-2021,,13,,,,F22-1445 Records_Part1.pdf,,
213,214,FHA,,,BURNABY,4/21/2021,5/1/2021,,,"Maintenance/Trades/Construction",3,3,,No,No,Unknown,,No,No,,16-2021,,13,,,,F22-1445 Records_Part1.pdf,,
214,215,FHA,,,CHILLIWACK,4/21/2021,5/18/2021,,,First Responder,6,6,,No,No,Unknown,,No,No,,16-2021,,13,,,,F22-1445 Records_Part1.pdf,,
215,216,FHA,,,SURREY,4/21/2021,5/7/2021,,,Transportation,6,6,,No,No,Unknown,,No,No,,16-2021,,13,,,,F22-1445 Records_Part1.pdf,,
216,217,FHA,,,SURREY,4/21/2021,5/13/2021,,,"Manufacturing/Industry",3,3,Closed,Yes,Yes,Unknown,4/22/2021,No,No,,16-2021,16-2021,13,,,,F22-1445 Records_Part1.pdf,,
217,218,VIHA,,,Victoria,4/21/2021,,4/20/2021,4/27/2021,Office,0,10,Closed,Yes,Unkno,Yes,,Unknown,No,35,16-2021,,14,,,,F22-1445 Records_Part1.pdf,,
218,219,VIHA,,,Victoria,4/21/2021,,4/20/2021,4/21/2021,Other,0,3,Open,No,Unkno,No,,Unknown,Yes,41,16-2021,,14,,,,F22-1445 Records_Part1.pdf,,
219,220,VIHA,,,Victoria,4/21/2021,,4/17/2021,4/26/2021,"Hospitality/Services",0,4,Open,No,Unkno,No,,Unknown,Yes,36,16-2021,,14,,,,F22-1445 Records_Part1.pdf,,
220,221,FHA,,,ABBOTSFORD,4/22/2021,5/4/2021,,,Retail,3,3,,No,No,Unknown,,No,No,,16-2021,,14,,,,F22-1445 Records_Part1.pdf,,
221,222,FHA,,,ABBOTSFORD,4/22/2021,5/12/2021,,,"Manufacturing/Industry",3,3,,No,No,Unknown,,No,No,,16-2021,,14,,,,F22-1445 Records_Part1.pdf,,
222,223,FHA,,,BURNABY,4/22/2021,5/11/2021,,,Gym/Fitness,3,3,,No,No,Unknown,,No,No,,16-2021,,14,,,,F22-1445 Records_Part1.pdf,,
223,224,FHA,,,LANGLEY,4/22/2021,4/29/2021,,,Gym/Fitness,4,4,,No,No,Unknown,,No,No,,16-2021,,14,,,,F22-1445 Records_Part1.pdf,,
224,225,FHA,,,LANGLEY,4/22/2021,5/10/2021,,,Retail,6,6,Closed,Yes,Yes,Unknown,4/23/2021,No,No,,16-2021,16-2021,14,,,,F22-1445 Records_Part1.pdf,,
225,226,FHA,,,LANGLEY,4/22/2021,5/13/2021,,,"Manufacturing/Industry",19,19,Closed,Yes,Yes,Unknown,4/23/2021,No,No,,16-2021,16-2021,14,,,,F22-1445 Records_Part1.pdf,,
226,227,FHA,,,MAPLE RIDGE,4/22/2021,5/14/2021,,,"Manufacturing/Industry",5,5,Closed,Yes,Yes,Unknown,4/23/2021,No,No,,16-2021,16-2021,14,,,,F22-1445 Records_Part1.pdf,,
227,228,FHA,,,SURREY,4/22/2021,5/4/2021,,,"Restaurant/Bar/Lounge",5,5,Closed,Yes,Yes,Unknown,4/22/2021,No,No,,16-2021,16-2021,14,,,,F22-1445 Records_Part1.pdf,,
228,229,FHA,,,SURREY,4/22/2021,4/29/2021,,,"Maintenance/Trades/Construction",4,4,Closed,Yes,Yes,Unknown,4/24/2021,No,No,,16-2021,16-2021,14,,,,F22-1445 Records_Part1.pdf,,
229,230,FHA,,,SURREY,4/22/2021,5/5/2021,,,Office,4,4,Closed,Yes,Yes,Unknown,4/23/2021,No,No,,16-2021,16-2021,14,,,,F22-1445 Records_Part1.pdf,,
230,231,FHA,,,ABBOTSFORD,4/23/2021,5/11/2021,,,Office,3,3,Closed,Yes,Yes,Unknown,4/25/2021,No,No,,16-2021,17-2021,14,,,,F22-1445 Records_Part1.pdf,,
231,232,FHA,,,BURNABY,4/23/2021,5/6/2021,,,"Manufacturing/Industry",4,4,Closed,Yes,Yes,Unknown,4/23/2021,No,No,,16-2021,16-2021,14,,,,F22-1445 Records_Part1.pdf,,
232,233,FHA,,,LANGLEY,4/23/2021,4/27/2021,,,"Restaurant/Bar/Lounge",3,3,,No,No,Unknown,,No,No,,16-2021,,14,,,,F22-1445 Records_Part1.pdf,,
233,234,FHA,,,LANGLEY,4/23/2021,5/8/2021,,,"Manufacturing/Industry",3,3,Closed,Yes,Yes,Unknown,4/24/2021,No,No,,16-2021,16-2021,15,,,,F22-1445 Records_Part1.pdf,,
234,235,FHA,,,MAPLE RIDGE,4/23/2021,5/1/2021,,,Office,5,5,,No,No,Unknown,,No,No,,16-2021,,15,,,,F22-1445 Records_Part1.pdf,,
235,236,FHA,,,SURREY,4/23/2021,5/3/2021,,,Gym/Fitness,5,5,Closed,Yes,Yes,Unknown,4/23/2021,No,No,,16-2021,16-2021,15,,,,F22-1445 Records_Part1.pdf,,
236,237,FHA,,,SURREY,4/23/2021,5/11/2021,,,"Manufacturing/Industry",3,3,Closed,Yes,Yes,Unknown,4/24/2021,No,No,,16-2021,16-2021,15,,,,F22-1445 Records_Part1.pdf,,
237,238,FHA,,,SURREY,4/23/2021,,,,Retail,12,12,,No,No,Unknown,,No,No,,16-2021,,15,,,,F22-1445 Records_Part1.pdf,,
238,239,FHA,,,SURREY,4/23/2021,,,,Gym/Fitness,8,8,Closed,Yes,Yes,Unknown,5/5/2021,No,No,,16-2021,18-2021,15,,,,F22-1445 Records_Part1.pdf,,
239,240,FHA,,,BURNABY,4/24/2021,5/12/2021,,,Transportation,5,5,,No,No,Unknown,,No,No,,16-2021,,15,,,,F22-1445 Records_Part1.pdf,,
240,241,FHA,,,CHILLIWACK,4/24/2021,5/14/2021,,,Other,6,6,Closed,Yes,Yes,Unknown,4/24/2021,No,No,,16-2021,16-2021,15,,,,F22-1445 Records_Part1.pdf,,
241,242,FHA,,,LANGLEY,4/24/2021,5/4/2021,,,Retail,3,3,Closed,Yes,Yes,Unknown,4/25/2021,No,No,,16-2021,17-2021,15,,,,F22-1445 Records_Part1.pdf,,
242,243,FHA,,,MAPLE RIDGE,4/24/2021,5/6/2021,,,"Restaurant/Bar/Lounge",6,6,Closed,Yes,No,Unknown,4/24/2021,Yes,No,,16-2021,16-2021,15,,,,F22-1445 Records_Part1.pdf,,
243,244,FHA,,,SURREY,4/24/2021,5/4/2021,,,Retail,6,6,Closed,Yes,Yes,Unknown,4/25/2021,No,No,,16-2021,17-2021,15,,,,F22-1445 Records_Part1.pdf,,
244,245,FHA,,,SURREY,4/24/2021,5/19/2021,,,"Manufacturing/Industry",8,8,,No,No,Unknown,,No,No,,16-2021,,15,,,,F22-1445 Records_Part1.pdf,,
245,246,FHA,,,ABBOTSFORD,4/25/2021,5/12/2021,,,Gym/Fitness,5,5,,No,No,Unknown,,No,No,,17-2021,,15,,,,F22-1445 Records_Part1.pdf,,
246,247,FHA,,,"NEWWESTMINSTER",4/25/2021,5/8/2021,,,Warehouse,15,15,Closed,Yes,Yes,Unknown,4/26/2021,No,No,,17-2021,17-2021,15,,,,F22-1445 Records_Part1.pdf,,
247,248,VIHA,,,Victoria,4/25/2021,,4/21/2021,4/28/2021,"Restaurant/Bar/Lounge",0,7,Closed,Yes,Unkno,Yes,,Unknown,No,34,17-2021,,15,,,,F22-1445 Records_Part1.pdf,,
248,249,VIHA,,,Langford,4/25/2021,,4/18/2021,4/25/2021,Office,0,3,Closed,Yes,Unkno,Yes,,Unknown,No,37,17-2021,,15,,,,F22-1445 Records_Part1.pdf,,
249,250,NHA,,,Unknown,4/25/2021,5/3/2021,,,"Restaurant/Bar/Lounge",2,6,"Voluntaryclosure",Yes,No,Yes,,Unknown,No,,17-2021,,16,,,,F22-1445 Records_Part1.pdf,,
250,251,FHA,,,ABBOTSFORD,4/26/2021,5/7/2021,,,"Manufacturing/Industry",3,3,Closed,Yes,Yes,Unknown,4/27/2021,No,No,,17-2021,17-2021,16,,,,F22-1445 Records_Part1.pdf,,
251,252,FHA,,,BURNABY,4/26/2021,4/26/2021,,,"Manufacturing/Industry",4,4,"Not closed:Insufficientevidence ofrecenttransmission",No,No,Unknown,,No,Yes,,17-2021,,16,,,,F22-1445 Records_Part1.pdf,,
252,253,FHA,,,CHILLIWACK,4/26/2021,5/5/2021,,,"Maintenance/Trades/Construction",3,3,"Not closed:Alternatecontrolmeasures",No,No,Unknown,,No,Yes,,17-2021,,16,,,,F22-1445 Records_Part1.pdf,,
253,254,FHA,,,DELTA,4/26/2021,5/11/2021,,,Office,4,4,Closed,Yes,Yes,Unknown,4/26/2021,No,No,,17-2021,17-2021,16,,,,F22-1445 Records_Part1.pdf,,
254,255,FHA,,,LANGLEY,4/26/2021,5/6/2021,,,"Manufacturing/Industry",3,3,Closed,Yes,Yes,Unknown,4/27/2021,No,No,,17-2021,17-2021,16,,,,F22-1445 Records_Part1.pdf,,
255,256,FHA,,,LANGLEY,4/26/2021,5/9/2021,,,Farm/Agriculture,3,3,"Not closed:Insufficientevidence ofrecenttransmission",No,No,Unknown,,No,Yes,,17-2021,,16,,,,F22-1445 Records_Part1.pdf,,
256,257,FHA,,,SURREY,4/26/2021,5/14/2021,,,Retail,13,13,Closed,Yes,Yes,Unknown,4/27/2021,No,No,,17-2021,17-2021,16,,,,F22-1445 Records_Part1.pdf,,
257,258,FHA,,,SURREY,4/26/2021,5/5/2021,,,Retail,3,3,Closed,Yes,Yes,Unknown,4/27/2021,No,No,,17-2021,17-2021,16,,,,F22-1445 Records_Part1.pdf,,
258,259,VIHA,,,Victoria,4/26/2021,,4/21/2021,4/26/2021,Office,0,3,Closed,Yes,Unkno,Yes,,Unknown,No,36,17-2021,,16,,,,F22-1445 Records_Part1.pdf,,
259,260,FHA,,,ABBOTSFORD,4/27/2021,5/8/2021,,,"Manufacturing/Industry",4,4,Closed,Yes,Yes,Unknown,4/27/2021,No,No,,17-2021,17-2021,16,,,,F22-1445 Records_Part1.pdf,,
260,261,FHA,,,BURNABY,4/27/2021,5/4/2021,,,Retail,4,4,"Not closed:Insufficientevidence ofrecenttransmission",No,No,Unknown,,No,Yes,,17-2021,,16,,,,F22-1445 Records_Part1.pdf,,
261,262,FHA,,,CHILLIWACK,4/27/2021,5/22/2021,,,Retail,4,4,Closed,Yes,No,Unknown,4/27/2021,Yes,No,,17-2021,17-2021,16,,,,F22-1445 Records_Part1.pdf,,
262,263,FHA,,,CHILLIWACK,4/27/2021,5/5/2021,,,"Manufacturing/Industry",4,4,Closed,Yes,Yes,Unknown,4/28/2021,No,No,,17-2021,17-2021,16,,,,F22-1445 Records_Part1.pdf,,
263,264,FHA,,,ANGLEY,4/27/2021,5/9/2021,,,Office,5,5,"Not closed:Alternatecontrolmeasures",No,No,Unknown,,No,Yes,,17-2021,,17,,,,F22-1445 Records_Part1.pdf,,
264,265,FHA,,,ANGLEY,4/27/2021,5/12/2021,,,"Manufacturing/Industry",3,3,Closed,Yes,Yes,Unknown,4/27/2021,No,No,,17-2021,17-2021,17,,,,F22-1445 Records_Part1.pdf,,
265,266,FHA,,,URREY,4/27/2021,5/12/2021,,,"Manufacturing/Industry",4,4,Closed,Yes,Yes,Unknown,4/28/2021,No,No,,17-2021,17-2021,17,,,,F22-1445 Records_Part1.pdf,,
266,267,FHA,,,URREY,4/27/2021,5/6/2021,,,"Maintenance/Trades/Construction",6,6,Closed,Yes,Yes,Unknown,4/27/2021,No,No,,17-2021,17-2021,17,,,,F22-1445 Records_Part1.pdf,,
267,268,FHA,,,BBOTSFORD,4/27/2021,5/17/2021,,,Warehouse,7,7,"Not closed:Alternatecontrolmeasures",No,No,Unknown,,No,Yes,,17-2021,,17,,,,F22-1445 Records_Part1.pdf,,
268,269,NHA,,,nknown,4/27/2021,,,,"Manufacturing/Industry",,8,"Open (ifopen, reasonfor non-closure)",No,No,No,,Unknown,No,,17-2021,,17,,,,F22-1445 Records_Part1.pdf,,
269,270,FHA,,,ANGLEY,4/28/2021,5/14/2021,,,Retail,11,11,Closed,Yes,Yes,Unknown,4/29/2021,No,No,,17-2021,17-2021,17,,,,F22-1445 Records_Part1.pdf,,
270,271,FHA,,,BBOTSFORD,4/28/2021,5/20/2021,,,Food Processing,7,7,"Not closed:Alternatecontrolmeasures",No,No,Unknown,,No,Yes,,17-2021,,17,,,,F22-1445 Records_Part1.pdf,,
