,index,HA,workplace_name,workplace_address,city,date_cluster_confirmed_public_health,date_cluster_no_longer_active,earliest_reported_cases,latest_reported_cases,workplace_classification,cases_when_cluster_confirmed,total_cases,workplace_status,closure_y_n,closed_by_order,voluntary_closure,closure_date,partially_closed,unknown_closure_type,open,days_since_last_case,active_clusters,cluster_confirmed_epidate,doc_page_number,cluster_closed_epidate,file,flag
995,70.0,fha,,,abbotsfo rd,2021-04-06,2021-04-19,,,restaurant/ bar/lounge,5.0,5.0,closed,yes,yes,unknown,2021-04-06,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
996,71.0,fha,,,langley,2021-04-06,2021-04-30,,,manufacturi ng/industry,5.0,5.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
997,72.0,fha,,,burnaby,2021-04-06,2021-04-24,,,retail,6.0,6.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
998,73.0,fha,,,port moody,2021-04-06,2021-04-15,,,office,3.0,3.0,closed,yes,yes,unknown,2021-04-08,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
999,74.0,fha,,,delta,2021-04-06,2021-04-14,,,manufacturi ng/industry,3.0,3.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1000,75.0,fha,,,surrey,2021-04-06,2021-04-16,,,retail,3.0,3.0,closed,yes,yes,unknown,2021-04-07,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1001,76.0,vch,,,vancouver,2021-04-06,,2021-04-06,2021-04-27,gym/fitness,,3.0,ordered closed by ph,yes,yes,no,2021-04-16,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1002,77.0,fha,,,delta,2021-04-07,2021-04-20,,,maintenanc e/trades/co nstruction,4.0,4.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1003,78.0,fha,,,port coquitla m,2021-04-07,2021-04-19,,,food processing,5.0,5.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1004,79.0,fha,,,maple ridge,2021-04-07,2021-04-23,,,gym/fitness,5.0,5.0,closed,yes,yes,unknown,2021-04-09,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1005,80.0,fha,,,port coquitla m,2021-04-07,2021-05-11,,,office,5.0,5.0,closed,yes,yes,unknown,2021-04-22,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1006,81.0,fha,,,burnaby,2021-04-07,2021-04-24,,,maintenanc e/trades/co nstruction,17.0,17.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1007,82.0,fha,,,burnaby,2021-04-07,2021-04-24,,,maintenanc e/trades/co nstruction,4.0,4.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1008,83.0,fha,,,surrey,2021-04-07,2021-04-28,,,food processing,13.0,13.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1009,84.0,fha,,,langley,2021-04-07,2021-04-18,,,other,3.0,3.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1010,85.0,fha,,,delta,2021-04-07,2021-05-01,,,manufacturi ng/industry,3.0,3.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1011,86.0,fha,,,langley,2021-04-07,2021-04-20,,,restaurant/ bar/lounge,3.0,3.0,closed,yes,yes,unknown,2021-04-09,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1012,87.0,fha,,,burnaby,2021-04-07,2021-04-17,,,retail,3.0,3.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1013,88.0,fha,,,abbotsfo rd,2021-04-07,2021-05-14,,,retail,14.0,14.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1014,89.0,fha,,,surrey,2021-04-07,2021-04-22,,,restaurant/ bar/lounge,4.0,4.0,closed,yes,yes,unknown,2021-04-08,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1015,90.0,vch,,,north vancouver,2021-04-07,,2021-04-07,2021-04-26,shelter/sro /congregate housing,,3.0,essential function (not closed),no,no,no,,no,,yes,,no,14-2021,,,f22-1445 records_part2.pdf,
1016,91.0,vch,,,west vancouver,2021-04-07,,2021-04-07,2021-04-27,hospitality/s ervices,,7.0,partially closed or widespread isolation by ph,yes,no,no,,yes,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1017,92.0,nha,,,unknown,2021-04-07,2021-06-09,,,manufacturi ng/industry,,18.0,"open (if open, reason for non- closure)",no,no,no,,unknown,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1018,93.0,fha,,,surrey,2021-04-08,2021-04-29,,,office,12.0,12.0,closed,yes,no,unknown,2021-04-18,yes,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1019,94.0,fha,,,port moody,2021-04-08,2021-06-17,,,gym/fitness,29.0,29.0,closed,yes,yes,unknown,2021-04-14,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1020,95.0,fha,,,burnaby,2021-04-08,2021-05-11,,,gym/fitness,12.0,12.0,closed,yes,yes,unknown,2021-05-02,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1021,96.0,fha,,,surrey,2021-04-08,2021-05-15,,,gym/fitness,10.0,10.0,closed,yes,yes,unknown,2021-04-12,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1022,97.0,fha,,,langley,2021-04-08,2021-04-26,,,retail,4.0,4.0,closed,yes,yes,unknown,2021-04-13,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1023,98.0,fha,,,surrey,2021-04-08,2021-04-22,,,restaurant/ bar/lounge,4.0,4.0,closed,yes,yes,unknown,2021-04-09,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1024,99.0,vch,,,vancouver,2021-04-08,,2021-04-08,2021-04-23,restaurant/ bar/lounge,,4.0,partially closed or widespread isolation by ph,yes,no,no,,yes,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1025,100.0,vch,,,north vancouver,2021-04-08,,2021-04-08,2021-04-25,gym/fitness,,8.0,managed without closure (not closed),no,no,no,,no,,yes,,no,14-2021,,,f22-1445 records_part2.pdf,
1026,101.0,vch,,,vancouver,2021-04-08,,2021-04-08,2021-04-25,other,,3.0,not a worksite,no,no,no,,no,,yes,,no,14-2021,,,f22-1445 records_part2.pdf,
1027,102.0,vch,,,vancouver,2021-04-08,,2021-04-08,2021-04-30,retail,,6.0,voluntarily closed by operator,yes,no,yes,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1028,103.0,fha,,,surrey,2021-04-09,2021-04-23,,,office,6.0,6.0,closed,yes,yes,unknown,2021-04-12,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1029,104.0,fha,,,port coquitla m,2021-04-09,2021-04-11,,,other,3.0,3.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1030,105.0,fha,,,burnaby,2021-04-09,2021-04-30,,,gym/fitness,12.0,12.0,closed,yes,yes,unknown,2021-04-15,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1031,106.0,fha,,,new westmin ster,2021-04-09,2021-04-22,,,gym/fitness,5.0,5.0,closed,yes,yes,unknown,2021-04-10,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1032,107.0,fha,,,surrey,2021-04-09,2021-04-19,,,manufacturi ng/industry,4.0,4.0,closed,yes,yes,unknown,2021-04-12,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1033,108.0,fha,,,abbotsfo rd,2021-04-09,2021-05-17,,,office,28.0,28.0,closed,yes,yes,unknown,2021-04-10,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1034,109.0,fha,,,surrey,2021-04-09,2021-04-21,,,warehouse,5.0,5.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1035,110.0,fha,,,surrey,2021-04-09,2021-04-26,,,retail,4.0,4.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1036,111.0,fha,,,surrey,2021-04-09,2021-05-29,,,food processing,11.0,11.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1037,112.0,fha,,,coquitla m,2021-04-09,2021-04-21,,,first responder,4.0,4.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1038,113.0,fha,,,coquitla m,2021-04-09,2021-04-19,,,restaurant/ bar/lounge,8.0,8.0,closed,yes,yes,unknown,2021-04-12,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1039,114.0,fha,,,coquitla m,2021-04-09,2021-05-02,,,retail,5.0,5.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1040,115.0,fha,,,surrey,2021-04-09,2021-04-21,,,office,4.0,4.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1041,116.0,fha,,,abbotsfo rd,2021-04-09,2021-04-30,,,manufacturi ng/industry,14.0,14.0,closed,yes,yes,unknown,2021-04-10,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1042,117.0,vch,,,vancouver,2021-04-09,,2021-04-09,2021-04-30,other,,5.0,not a worksite,no,no,no,,no,,yes,,no,14-2021,,,f22-1445 records_part2.pdf,
1043,118.0,vch,,,north vancouver,2021-04-09,,2021-04-09,2021-05-07,school/dayc are,,19.0,voluntarily closed by operator,yes,no,yes,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1044,119.0,fha,,,burnaby,2021-04-10,2021-04-28,,,retail,4.0,4.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1045,120.0,fha,,,delta,2021-04-10,2021-04-19,,,farm/agricul ture,4.0,4.0,,no,no,unknown,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1046,121.0,vch,,,north vancouver,2021-04-10,,2021-04-10,2021-04-25,school/dayc are,,3.0,partially closed or widespread isolation by ph,yes,no,no,,yes,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1047,122.0,vch,,,north vancouver,2021-04-10,,2021-04-10,2021-04-28,school/dayc are,,8.0,voluntarily closed by operator,yes,no,yes,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1048,123.0,vch,,,vancouver,2021-04-10,,2021-04-10,2021-05-05,school/dayc are,,9.0,voluntarily closed by operator,yes,no,yes,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1049,124.0,vch,,,west vancouver,2021-04-10,,2021-04-10,2021-05-07,retail,,3.0,voluntarily closed by operator,yes,no,yes,,no,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1050,125.0,nha,,,unknown,2021-04-10,2021-04-26,,,shelter/sro /congregate housing,2.0,5.0,"open (if open, reason for non- closure)",no,no,no,,unknown,,no,,no,14-2021,,,f22-1445 records_part2.pdf,
1051,126.0,fha,,,surrey,2021-04-11,2021-04-21,,,personal care,3.0,3.0,closed,yes,yes,unknown,2021-04-12,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1052,127.0,fha,,,langley,2021-04-11,2021-04-11,,,restaurant/ bar/lounge,3.0,3.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1053,128.0,fha,,,delta,2021-04-11,2021-04-14,,,farm/agricul ture,3.0,3.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1054,129.0,fha,,,port coquitla m,2021-04-11,2021-04-28,,,restaurant/ bar/lounge,4.0,4.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1055,130.0,fha,,,langley,2021-04-11,2021-04-11,,,restaurant/ bar/lounge,3.0,3.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1056,131.0,fha,,,langley,2021-04-11,2021-04-23,,,restaurant/ bar/lounge,7.0,7.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1057,132.0,fha,,,coquitla m,2021-04-11,2021-04-26,,,restaurant/ bar/lounge,6.0,6.0,closed,yes,yes,unknown,2021-04-12,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1058,133.0,fha,,,langley,2021-04-11,2021-04-19,,,office,3.0,3.0,closed,yes,yes,unknown,2021-04-12,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1059,134.0,fha,,,surrey,2021-04-11,2021-04-23,,,retail,6.0,6.0,closed,yes,yes,unknown,2021-04-12,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1060,135.0,fha,,,langley,2021-04-11,2021-05-20,,,manufacturi ng/industry,11.0,11.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1061,136.0,fha,,,agassiz,2021-04-11,2021-04-27,,,hospitality/s ervices,57.0,57.0,closed,yes,yes,unknown,2021-04-12,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1062,137.0,fha,,,surrey,2021-04-11,2021-04-20,,,restaurant/ bar/lounge,4.0,4.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1063,138.0,fha,,,burnaby,2021-04-11,2021-04-11,,,retail,3.0,3.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1064,139.0,fha,,,coquitla m,2021-04-11,2021-04-22,,,restaurant/ bar/lounge,4.0,4.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1065,140.0,vch,,,vancouver,2021-04-11,,2021-04-11,2021-04-29,maintenanc e/trades/co nstruction,,3.0,managed without closure (not closed),no,no,no,,no,,yes,,no,15-2021,,,f22-1445 records_part2.pdf,
1066,141.0,nha,,,unknown,2021-04-11,2021-04-26,,,shelter/sro /congregate housing,3.0,3.0,"open (if open, reason for non- closure)",no,no,no,,unknown,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1067,142.0,fha,,,delta,2021-04-12,2021-04-19,,,manufacturi ng/industry,3.0,3.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1068,143.0,fha,,,burnaby,2021-04-12,2021-04-22,,,office,9.0,9.0,closed,yes,no,unknown,2021-04-13,yes,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1069,144.0,fha,,,surrey,2021-04-12,2021-04-25,,,transportati on,4.0,4.0,closed,yes,yes,unknown,2021-04-14,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1070,145.0,fha,,,langley,2021-04-12,2021-05-23,,,manufacturi ng/industry,10.0,10.0,closed,yes,no,unknown,2021-04-13,yes,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1071,146.0,fha,,,surrey,2021-04-12,2021-04-23,,,retail,4.0,4.0,closed,yes,yes,unknown,2021-04-13,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1072,147.0,fha,,,chilliwa ck,2021-04-12,2021-04-23,,,transportati on,4.0,4.0,closed,yes,yes,unknown,2021-04-13,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1073,148.0,fha,,,delta,2021-04-12,2021-05-02,,,food processing,14.0,14.0,closed,yes,yes,unknown,2021-04-17,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1074,149.0,fha,,,burnaby,2021-04-12,2021-04-20,,,retail,4.0,4.0,closed,yes,yes,unknown,2021-04-13,no,,no,,no,15-2021,,15-2021,f22-1445 records_part2.pdf,
1075,150.0,fha,,,mission,2021-04-12,2021-04-13,,,farm/agricul ture,3.0,3.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1076,151.0,fha,,,port coquitla m,2021-04-12,2021-04-25,,,restaurant/ bar/lounge,6.0,6.0,closed,yes,yes,unknown,2021-04-14,no,,no,,no,15-2021,,15-2021,f22-1445 records_part2.pdf,
1077,152.0,fha,,,surrey,2021-04-12,2021-04-14,,,other,3.0,3.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1078,153.0,fha,,,port coquitla m,2021-04-12,2021-04-16,,,manufacturi ng/industry,4.0,4.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1079,154.0,fha,,,surrey,2021-04-12,2021-04-24,,,office,3.0,3.0,closed,yes,yes,unknown,2021-04-14,no,,no,,no,15-2021,,15-2021,f22-1445 records_part2.pdf,
1080,155.0,fha,,,pitt meadow s,2021-04-12,2021-04-18,,,manufacturi ng/industry,3.0,3.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1081,156.0,fha,,,burnaby,2021-04-12,2021-04-15,,,other,9.0,9.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1082,157.0,fha,,,surrey,2021-04-12,2021-04-24,,,manufacturi ng/industry,4.0,4.0,closed,yes,yes,unknown,2021-04-15,no,,no,,no,15-2021,,15-2021,f22-1445 records_part2.pdf,
1083,158.0,fha,,,port coquitla m,2021-04-12,2021-05-14,,,food processing,6.0,6.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1084,159.0,fha,,,langley,2021-04-12,2021-05-07,,,retail,4.0,4.0,closed,yes,yes,unknown,2021-04-16,no,,no,,no,15-2021,,15-2021,f22-1445 records_part2.pdf,
1085,160.0,vch,,,vancouver,2021-04-12,,2021-04-12,2021-05-01,office,,4.0,partially closed or widespread isolation by ph,yes,no,no,,yes,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1086,161.0,nha,,,unknown,2021-04-12,2021-04-29,,,manufacturi ng/industry,6.0,6.0,"open (if open, reason for non- closure)",no,no,no,,unknown,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1087,162.0,fha,,,surrey,2021-04-13,2021-04-21,,,gym/fitness,4.0,4.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1088,163.0,fha,,,surrey,2021-04-13,2021-05-04,,,transportati on,3.0,3.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1089,164.0,fha,,,burnaby,2021-04-13,2021-05-04,,,gym/fitness,5.0,5.0,closed,yes,yes,unknown,2021-04-18,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1090,165.0,fha,,,abbotsfo rd,2021-04-13,2021-04-28,,,gym/fitness,15.0,15.0,closed,yes,yes,unknown,2021-04-15,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1091,166.0,fha,,,delta,2021-04-13,2021-05-21,,,transportati on,17.0,17.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1092,167.0,fha,,,surrey,2021-04-13,2021-04-25,,,maintenanc e/trades/co nstruction,5.0,5.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1093,168.0,viha,,,victoria,2021-04-13,,2021-04-02,2021-04-17,gym/fitness,0.0,6.0,closed,yes,yes,no,,unknown,,no,87.0,no,15-2021,,,f22-1445 records_part2.pdf,
1094,169.0,viha,,,victoria,2021-04-13,,2021-04-11,2021-04-23,other,0.0,7.0,closed,yes,no,yes,,unknown,,no,81.0,no,15-2021,,,f22-1445 records_part2.pdf,
1095,170.0,vch,,,vancouver,2021-04-13,,2021-04-13,2021-05-05,school/dayc are,,19.0,partially closed or widespread isolation by ph,yes,no,no,2021-04-16,yes,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1096,171.0,nha,,,unknown,2021-04-13,2021-05-06,,,manufacturi ng/industry,5.0,7.0,voluntary closure,yes,no,yes,,unknown,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1097,172.0,fha,,,delta,2021-04-14,2021-05-19,,,warehouse,6.0,6.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1098,173.0,fha,,,surrey,2021-04-14,2021-05-06,,,restaurant/ bar/lounge,4.0,4.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1099,174.0,fha,,,surrey,2021-04-14,2021-04-27,,,retail,4.0,4.0,closed,yes,yes,unknown,2021-04-16,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1100,175.0,fha,,,surrey,2021-04-14,2021-04-24,,,retail,5.0,5.0,closed,yes,yes,unknown,2021-04-14,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1101,176.0,fha,,,surrey,2021-04-14,2021-04-24,,,restaurant/ bar/lounge,5.0,5.0,closed,yes,yes,unknown,2021-04-15,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1102,177.0,fha,,,burnaby,2021-04-14,2021-04-27,,,transportati on,7.0,7.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1103,178.0,fha,,,port coquitla m,2021-04-14,2021-04-27,,,manufacturi ng/industry,5.0,5.0,closed,yes,yes,unknown,2021-04-18,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1104,179.0,fha,,,abbotsfo rd,2021-04-14,2021-05-03,,,farm/agricul ture,3.0,3.0,closed,yes,yes,unknown,2021-04-15,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1105,180.0,fha,,,delta,2021-04-14,2021-05-09,,,retail,11.0,11.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1106,181.0,fha,,,port coquitla m,2021-04-14,2021-05-06,,,maintenanc e/trades/co nstruction,5.0,5.0,closed,yes,yes,unknown,2021-04-14,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1107,182.0,vch,,,vancouver,2021-04-14,,2021-04-14,2021-05-05,manufacturi ng/industry,,4.0,partially closed or widespread isolation by ph,yes,no,no,,yes,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1108,183.0,nha,,,unknown,2021-04-14,2021-04-29,,,maintenanc e/trades/co nstruction,3.0,4.0,voluntary closure,yes,no,yes,,unknown,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1109,184.0,fha,,,burnaby,2021-04-15,2021-05-08,,,transportati on,12.0,12.0,closed,yes,yes,unknown,2021-04-16,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1110,185.0,fha,,,surrey,2021-04-15,2021-04-30,,,gym/fitness,13.0,13.0,closed,yes,yes,unknown,2021-04-16,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1111,186.0,fha,,,burnaby,2021-04-15,2021-05-11,,,manufacturi ng/industry,,25.0,closed,yes,yes,unknown,2021-04-18,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1112,187.0,fha,,,langley,2021-04-15,2021-04-29,,,manufacturi ng/industry,5.0,,closed,yes,yes,unknown,2021-04-17,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1113,188.0,fha,,,langley,2021-04-15,2021-05-06,,,restaurant/ bar/lounge,4.0,,closed,yes,yes,unknown,2021-04-16,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1114,189.0,vch,,,vancouver,2021-04-15,,2021-04-15,2021-05-01,office,,,partially closed or widespread isolation by ph,yes,no,no,,yes,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1115,190.0,fha,,,chilliwa ck,2021-04-16,2021-04-21,,,gym/fitness,3.0,,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1116,191.0,fha,,,langley,2021-04-16,2021-05-08,,,retail,11.0,,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1117,192.0,fha,,,delta,2021-04-16,2021-04-26,,,retail,7.0,,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1118,193.0,fha,,,surrey,2021-04-16,2021-04-30,,,retail,4.0,,closed,yes,yes,unknown,2021-04-18,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1119,194.0,fha,,,burnaby,2021-04-16,2021-05-06,,,other,4.0,,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1120,195.0,vch,,,vancouver,2021-04-16,,2021-04-16,2021-05-01,office,,,partially closed or widespread isolation by ph,yes,no,no,,yes,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1121,197.0,vch,,,vancouver,2021-04-16,,2021-04-16,2021-05-09,retail,,21.0,ordered closed by ph,yes,yes,no,2021-04-21,no,,no,,no,15-2021,,16-2021,f22-1445 records_part2.pdf,
1122,198.0,fha,,,port coquitla m,2021-04-17,2021-04-26,,,transportati on,4.0,4.0,,no,no,unknown,,no,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1123,199.0,fha,,,burnaby,2021-04-17,2021-04-29,,,manufacturi ng/industry,4.0,4.0,closed,yes,yes,unknown,2021-04-18,no,,no,,no,15-2021,,16-2021,f22-1445 records_part2.pdf,
1124,200.0,vch,,,north vancouver,2021-04-17,,2021-04-17,2021-05-02,retail,,3.0,managed without closure (not closed),no,no,no,,no,,yes,,no,15-2021,,,f22-1445 records_part2.pdf,
1125,201.0,vch,,,west vancouver,2021-04-17,,2021-04-17,2021-05-14,maintenanc e/trades/co nstruction,,12.0,ordered closed by ph,yes,yes,no,2021-04-24,no,,no,,no,15-2021,,16-2021,f22-1445 records_part2.pdf,
1126,202.0,nha,,,unknown,2021-04-17,2021-05-20,,,health care facility (acute/ltc),,5.0,"open (if open, reason for non- closure)",no,no,no,,unknown,,no,,no,15-2021,,,f22-1445 records_part2.pdf,
1127,203.0,fha,,,abbotsfo rd,2021-04-18,2021-04-18,,,other,5.0,5.0,,no,no,unknown,,no,,no,,no,16-2021,,,f22-1445 records_part2.pdf,
1128,204.0,fha,,,port coquitla m,2021-04-18,2021-05-06,,,gym/fitness,5.0,5.0,closed,yes,yes,unknown,2021-04-19,no,,no,,no,16-2021,,16-2021,f22-1445 records_part2.pdf,
1129,205.0,fha,,,surrey,2021-04-18,2021-05-05,,,retail,13.0,13.0,closed,yes,yes,unknown,2021-04-20,no,,no,,no,16-2021,,16-2021,f22-1445 records_part2.pdf,
1130,206.0,fha,,,surrey,2021-04-18,2021-05-05,,,gym/fitness,3.0,3.0,,no,no,unknown,,no,,no,,no,16-2021,,,f22-1445 records_part2.pdf,
1131,207.0,vch,,,north vancouver,2021-04-18,,2021-04-18,2021-05-12,school/dayc are,,11.0,ordered closed by ph,yes,yes,no,2021-04-06,no,,no,,no,16-2021,,14-2021,f22-1445 records_part2.pdf,
1132,208.0,nha,,,unknown,2021-04-18,2021-05-06,,,maintenanc e/trades/co nstruction,3.0,3.0,voluntary closure,yes,no,yes,,unknown,,no,,no,16-2021,,,f22-1445 records_part2.pdf,
1133,209.0,fha,,,surrey,2021-04-19,2021-04-29,,,office,6.0,6.0,closed,yes,no,unknown,2021-04-21,yes,,no,,no,16-2021,,,f22-1445 records_part2.pdf,
1134,210.0,fha,,,burnaby,2021-04-19,2021-05-07,,,office,10.0,10.0,,no,no,unknown,,no,,no,,no,16-2021,,,f22-1445 records_part2.pdf,
1135,211.0,fha,,,surrey,2021-04-19,2021-05-04,,,manufacturi ng/industry,3.0,3.0,closed,yes,yes,unknown,2021-04-20,no,,no,,no,16-2021,,,f22-1445 records_part2.pdf,
1136,212.0,fha,,,langley,2021-04-19,2021-04-29,,,manufacturi ng/industry,4.0,4.0,,no,no,unknown,,no,,no,,no,16-2021,,,f22-1445 records_part2.pdf,
1137,213.0,fha,,,langley,2021-04-19,2021-05-03,,,manufacturi ng/industry,3.0,3.0,closed,yes,yes,unknown,2021-04-21,no,,no,,no,16-2021,,,f22-1445 records_part2.pdf,
